  0.000051734  0.000052559  0.000053556  0.000051340  0.000052845  0.000052833  0.000052174  0.000052892  0.000051419  0.000051688  0.000051892  0.000051997  0.000052645  0.000052297  0.000051331  0.000051292  0.000050172  0.000050894  0.000050757  0.000050784  0.000049860  0.000051135  0.000050667  0.000049876  0.000049820
  0.000052097  0.000051550  0.000051347  0.000051644  0.000051578  0.000051634  0.000051539  0.000050936  0.000051056  0.000050585  0.000050810  0.000050615  0.000050757  0.000050739  0.000050797  0.000050901  0.000050153  0.000049860  0.000049177  0.000049957  0.000049675  0.000049800  0.000049819  0.000049327  0.000049477
  0.000051890  0.000050090  0.000051255  0.000051438  0.000051430  0.000049866  0.000051556  0.000051302  0.000050843  0.000050454  0.000050825  0.000049970  0.000050070  0.000049902  0.000049910  0.000050037  0.000049955  0.000049834  0.000049634  0.000049252  0.000049715  0.000048274  0.000049621  0.000049658  0.000048790
  0.000051704  0.000050587  0.000051505  0.000050982  0.000050674  0.000050557  0.000050237  0.000050496  0.000051419  0.000051564  0.000051451  0.000049701  0.000050006  0.000050503  0.000050698  0.000050077  0.000049843  0.000050064  0.000048955  0.000049903  0.000049722  0.000049335  0.000049410  0.000048148  0.000049576
  0.000050765  0.000051007  0.000051664  0.000050395  0.000050802  0.000050504  0.000050813  0.000050839  0.000050690  0.000051010  0.000051162  0.000049842  0.000050399  0.000049757  0.000050497  0.000049933  0.000049248  0.000049296  0.000050013  0.000049578  0.000049908  0.000049333  0.000048269  0.000049878  0.000049707
  0.000051113  0.000051915  0.000051294  0.000052084  0.000051001  0.000051152  0.000049950  0.000052913  0.000050551  0.000050758  0.000051104  0.000050114  0.000051361  0.000051311  0.000049725  0.000050499  0.000049859  0.000049942  0.000049454  0.000048876  0.000048876  0.000049769  0.000049658  0.000048878  0.000049393
  0.000052613  0.000051703  0.000050044  0.000051510  0.000051422  0.000051084  0.000050491  0.000051201  0.000051281  0.000050826  0.000050586  0.000051182  0.000050587  0.000049639  0.000050477  0.000050289  0.000050016  0.000050631  0.000050879  0.000050060  0.000049766  0.000050264  0.000049661  0.000049316  0.000050214
  0.000051462  0.000051701  0.000051392  0.000052115  0.000051252  0.000051989  0.000050658  0.000050475  0.000050204  0.000051507  0.000050459  0.000051446  0.000051082  0.000050901  0.000050949  0.000050819  0.000050623  0.000050046  0.000051382  0.000050176  0.000050382  0.000050420  0.000049616  0.000049342  0.000049875
  0.000052560  0.000051598  0.000051669  0.000051145  0.000051286  0.000051108  0.000051198  0.000051419  0.000050919  0.000052050  0.000050694  0.000051184  0.000051045  0.000051113  0.000050287  0.000050852  0.000051016  0.000050028  0.000050300  0.000050210  0.000049862  0.000049952  0.000050198  0.000049160  0.000050000
  0.000051589  0.000051700  0.000051733  0.000051125  0.000052658  0.000051127  0.000050738  0.000051684  0.000050788  0.000050945  0.000049567  0.000051637  0.000051722  0.000050876  0.000050262  0.000050664  0.000049606  0.000049787  0.000051066  0.000049535  0.000051352  0.000050365  0.000050125  0.000050013  0.000049639
  0.000051800  0.000051725  0.000052249  0.000051798  0.000052625  0.000050435  0.000051123  0.000051283  0.000051433  0.000050341  0.000051045  0.000051414  0.000050961  0.000050044  0.000051100  0.000050590  0.000050714  0.000050348  0.000049891  0.000051019  0.000050761  0.000050118  0.000050546  0.000050260  0.000049386
  0.000052367  0.000053102  0.000052195  0.000052199  0.000051564  0.000051181  0.000051988  0.000051421  0.000050625  0.000052148  0.000050876  0.000051751  0.000051451  0.000050834  0.000050392  0.000050760  0.000049935  0.000050866  0.000050080  0.000050734  0.000051194  0.000050363  0.000049794  0.000049084  0.000050425
  0.000051349  0.000051683  0.000052381  0.000051119  0.000050306  0.000052487  0.000051892  0.000051562  0.000050616  0.000051503  0.000051658  0.000051219  0.000050892  0.000050418  0.000050931  0.000050695  0.000050850  0.000050548  0.000050253  0.000050837  0.000050275  0.000050471  0.000051234  0.000050903  0.000050559
  0.000052034  0.000051601  0.000052575  0.000051674  0.000051637  0.000051599  0.000052347  0.000051207  0.000050921  0.000051726  0.000051112  0.000050673  0.000051252  0.000051359  0.000050628  0.000050179  0.000050262  0.000050824  0.000050452  0.000050608  0.000050392  0.000050462  0.000049938  0.000050182  0.000049713
