  0.000025717  0.000025808  0.000025795  0.000025466  0.000025463  0.000025124  0.000025600  0.000025187  0.000025130  0.000024972
  0.000025407  0.000025301  0.000025020  0.000025346  0.000025295  0.000025399  0.000024977  0.000025630  0.000025037  0.000024570
  0.000025141  0.000025161  0.000024833  0.000025198  0.000025540  0.000024815  0.000024885  0.000024675  0.000025214  0.000024433
  0.000025411  0.000025484  0.000024760  0.000025013  0.000025039  0.000025340  0.000024958  0.000024812  0.000024213  0.000024740
  0.000024942  0.000025142  0.000025124  0.000024951  0.000025132  0.000024797  0.000024991  0.000024739  0.000024795  0.000024932
  0.000025639  0.000025156  0.000025286  0.000025490  0.000024778  0.000025322  0.000024502  0.000025050  0.000024920  0.000024615
  0.000025347  0.000025547  0.000025117  0.000025373  0.000025117  0.000024887  0.000024901  0.000025433  0.000024462  0.000024939
  0.000025610  0.000025478  0.000025528  0.000025268  0.000025347  0.000025136  0.000024754  0.000024990  0.000024766  0.000025134
  0.000025561  0.000025240  0.000025387  0.000025332  0.000025299  0.000024971  0.000025407  0.000025049  0.000024735  0.000025395
  0.000026113  0.000025281  0.000025443  0.000025248  0.000025471  0.000024957  0.000025041  0.000025035  0.000025436  0.000024907
  0.000025351  0.000025238  0.000025105  0.000025268  0.000025789  0.000025265  0.000024728  0.000025356  0.000025367  0.000024986
  0.000025703  0.000025642  0.000025504  0.000025725  0.000025620  0.000025311  0.000025296  0.000025300  0.000025048  0.000025220
  0.000025066  0.000025553  0.000025722  0.000025744  0.000025404  0.000025315  0.000025056  0.000025318  0.000025201  0.000025243
  0.000025195  0.000025399  0.000025830  0.000025514  0.000025397  0.000025102  0.000025307  0.000025560  0.000025424  0.000025534
  0.000026045  0.000025685  0.000025398  0.000025593  0.000025545  0.000025757  0.000024654  0.000025495  0.000025336  0.000025016
  0.000025478  0.000025594  0.000025976  0.000025512  0.000025623  0.000025373  0.000025433  0.000025212  0.000025218  0.000025365
  0.000025376  0.000025740  0.000025756  0.000025270  0.000025558  0.000025267  0.000025109  0.000025595  0.000024697  0.000025392
  0.000026296  0.000026139  0.000025599  0.000025022  0.000025772  0.000025400  0.000025360  0.000024853  0.000025271  0.000024966
  0.000025863  0.000026063  0.000025672  0.000025763  0.000026122  0.000025822  0.000025600  0.000025721  0.000025297  0.000025470
  0.000025757  0.000025969  0.000025734  0.000025353  0.000025530  0.000025745  0.000025143  0.000025079  0.000025212  0.000025571
  0.000025398  0.000025777  0.000025767  0.000025352  0.000025770  0.000025335  0.000025445  0.000025614  0.000025648  0.000025407
  0.000026095  0.000025609  0.000025259  0.000025636  0.000025824  0.000025519  0.000025425  0.000025052  0.000024890  0.000025357
  0.000025907  0.000025508  0.000025881  0.000025572  0.000026108  0.000025572  0.000025946  0.000025472  0.000025333  0.000025556
  0.000025778  0.000025746  0.000026313  0.000025262  0.000025576  0.000025334  0.000025389  0.000025396  0.000025511  0.000025213
  0.000025408  0.000026096  0.000025651  0.000025689  0.000025796  0.000025775  0.000025465  0.000025811  0.000025017  0.000025697
